ticket_id,ticket_uuid,customer_id,category_id,ticket_subject,ticket_description,priority,status,created_date,updated_date,resolved_date,assigned_agent,customer_satisfaction_score
317,285cbc47-b55e-4579-9a39-5448a76ac9e9,1246,20,Mobile app crashing frequently,Find well level house. Begin eat specific one field bring. Firm director health. Class more travel next so share quite. Civil short order pay ground picture relate. Democrat onto must if everybody film.,High,Resolved,2025-04-17 17:44:39,2025-04-20 08:44:39,2025-04-21 08:44:39,,4
318,614acb8f-bf5b-4651-a868-921f92786f9f,1127,26,Compliment - Capital view party choice they early television.,Strategy product sort. Customer management win everybody person seven use imagine. Compare believe turn age bad both wind tax.,High,Closed,2024-08-11 11:20:45,2024-08-17 12:20:45,2024-08-18 14:20:45,Javier Brown,2
319,ced59c42-6e14-405f-89cd-882a0b51c9e2,1140,17,Product arrived damaged,Second food better understand all. One PM low imagine. Hope magazine detail ok adult.,Critical,Closed,2025-05-01 01:45:09,2025-05-05 09:45:09,2025-05-06 13:45:09,Andrew Hinton,
320,c6a62f95-a833-4d33-a66e-09065b0d7f3b,1158,21,Returns & Exchanges - Tv office develop season yes.,Throw way discuss card want too participant. There buy writer return my treatment ask. Most three himself present.,High,Resolved,2024-10-07 07:22:45,2024-10-09 22:22:45,2024-10-12 01:22:45,Catherine Tran,
321,82fe054e-58bc-4e29-91ba-9c25801b9787,1993,17,Product arrived damaged,Inside least age be begin. Huge always measure accept west show power. Hand take miss prepare consumer Democrat.,Medium,In Progress,2025-03-18 02:31:11,2025-03-24 16:31:11,,Steven Tapia,
322,0825be42-deea-4a11-b1a5-2cbcaf928835,1952,24,General Inquiries - Finish design third nearly play leader.,Term run case live win team.,Medium,Open,2025-02-19 13:13:06,2025-02-25 16:13:06,,Elizabeth Wilson,
323,94ec7fe6-954e-4e3d-93c0-e0fda928418b,1848,25,Complaint - You open cell seek dark lose attention answer.,Up wear everything. Southern magazine over happen arrive.,Critical,Open,2024-09-28 08:26:31,2024-09-28 16:26:31,,Justin Arnold,
324,4c03d4c4-98c7-4609-be15-01e37276cf29,1499,19,Refund not processed,Party safe quality yet nothing itself eye. Energy next interest relationship executive least. Join take back degree.,Critical,Open,2024-11-09 03:12:23,2024-11-13 15:12:23,,Diana Mcbride,
325,b57ebaa3-eb1d-4971-aa99-0331f0123709,1420,26,Compliment - Hair ability seek describe machine small foreign many.,Despite watch relate within together. Nature thousand focus computer sound science represent. Group maintain memory forget loss floor kitchen.,High,Closed,2024-12-03 14:50:18,2024-12-03 19:50:18,2024-12-05 11:50:18,Sharon Armstrong,3
326,c3f14a6d-ee05-40df-86a2-52a17baee99c,1246,30,Data Privacy - Space political deal general agent off see.,Pull behavior would without song challenge. Save mind spend actually. Fight couple plan hundred edge investment treatment. Factor chair address.,Critical,Closed,2025-01-27 11:51:27,2025-01-30 23:51:27,2025-01-31 14:51:27,Daniel Green,
327,81fdddaa-b24d-468a-9c38-9123ba9b644f,1944,26,Compliment - Sometimes bed full experience individual behavior yard.,Morning education which tend light side east. Single success employee teacher evening training. Draw party detail hand authority throughout. Show as past both measure win stuff.,Critical,Resolved,2025-02-08 08:00:52,2025-02-08 19:00:52,2025-02-09 08:00:52,Stephen Campbell,4
328,4bf50727-3902-4d60-abab-43c28a4f2874,1625,18,Email verification issues,Bag message experience figure garden south. Understand spend along will.,Low,Closed,2024-06-21 19:26:01,2024-06-24 18:26:01,2024-06-25 16:26:01,Greg Hughes,1
329,209ee1dc-50da-44be-bff4-56a63a3ab290,1901,30,Data Privacy - Major lay window officer at customer.,High meet various. Right positive sing in security likely will tax.,Low,Pending,2025-02-12 18:20:22,2025-02-18 15:20:22,,Bianca Kent,
330,7da46cf6-c548-44fc-92bd-70d21d056e35,1675,19,Billing address update needed,Safe walk still feeling may this anyone. Pretty account social send. Social collection machine painting without story if. Effort particularly act around not bank. Particularly girl hospital. Field eight kitchen itself movement politics story.,Low,In Progress,2024-12-25 12:01:54,2024-12-31 05:01:54,,Michael Carroll,
331,41a72f81-6f14-453f-864c-ed12d8bdcd29,1962,29,Partnership Inquiry - Like speech hit.,Whole another image reduce relationship provide people. Whole cover consumer magazine cover charge role eat. Station teach score reflect later summer. Person get require there camera father parent first. Series create film those similar still beat.,Critical,Resolved,2025-03-13 20:58:55,2025-03-19 07:58:55,2025-03-21 17:58:55,Pamela Thompson,3
332,86a422cb-973f-4515-a8d5-50836476514c,1373,16,Order not received after 2 weeks,He move hope training.,Critical,In Progress,2024-09-02 14:53:03,2024-09-09 09:53:03,,Anthony Barton,
333,b5f204bf-1bb8-4ef7-8c2f-95ae4f7bb38f,1981,27,Feature Request - Wide themselves blood style clearly with animal.,Big long report within. Commercial scientist join person until concern.,High,Pending,2024-07-11 11:35:00,2024-07-11 16:35:00,,,
334,4d733acc-a4c8-432a-ab45-1acf6ed8eed6,1374,22,Product Information - Shake enough same they part rock break.,Kitchen Mrs fill trouble. Support story value should only into. Doctor standard conference after during I.,Low,Pending,2024-06-27 22:22:52,2024-06-30 20:22:52,,Steven Taylor,
335,cd9b360d-e628-45c8-bf8b-22f8a5dc436d,1471,24,General Inquiries - Individual vote involve effect resource.,Really good around interesting tell goal science. Best party color way mind media organization share. Game reach once part. Smile should loss glass.,Low,Open,2025-03-11 15:08:23,2025-03-12 22:08:23,,Darlene Everett,
336,278564c1-8de3-40d8-af79-b34df9e1fe25,1850,23,Shipping Inquiries - Cultural break group human such include.,That tend purpose thing they. Significant if ok safe also present we. Figure pattern environmental into officer run.,Medium,Open,2025-03-19 06:45:33,2025-03-23 18:45:33,,James Harrison,
337,7a7d9763-1157-417f-8ec5-a29d893bcb4f,1741,16,Order cancelled without notification,Effort huge citizen traditional. Property recently exist war feel bar drive. Scientist campaign into lay turn.,Medium,In Progress,2024-09-28 19:34:13,2024-10-05 07:34:13,,Margaret Richardson,
338,de5b09b9-d3b1-42c2-b1ff-4bc517c20b7c,1425,16,Order not received after 2 weeks,Let husband approach daughter thank individual like. Adult a down education network. Home business south cultural. New major despite score.,Medium,Pending,2024-11-22 07:51:19,2024-11-27 22:51:19,,Rachel Carroll,
339,82795221-0c12-4eb8-b505-4d480743c1c3,1153,17,Item not working as described,Prove would cut by sometimes. Dog commercial left boy past address move explain. Require former way herself daughter. Instead cut suddenly begin arrive.,Medium,Closed,2025-02-11 16:04:09,2025-02-18 16:04:09,2025-02-21 09:04:09,Kathleen Clayton,1
340,29ebc9db-ef0d-4ee1-9e55-f8e64a843775,1634,16,Order not received after 2 weeks,Late high national over inside law. Doctor them team result media.,Medium,Open,2024-09-22 12:53:31,2024-09-22 18:53:31,,William Hughes,
341,230a81ce-729a-4d75-9f74-bf2de3668d43,2001,16,Order status not updating,Agreement without certain detail him range everybody. Between current baby feel beyond since. Red available able or recently discuss western determine.,Critical,Resolved,2024-09-16 21:27:05,2024-09-23 04:27:05,2024-09-25 05:27:05,Megan Murray,3
342,18049be7-268c-428b-9c18-e9bbc35f00f1,1246,16,Order status not updating,Culture despite history Mr church vote. Turn each music value actually.,Low,In Progress,2024-07-14 05:24:41,2024-07-19 12:24:41,,Adrian Marquez,
343,a176b0d4-aec4-454a-9f68-95bca0d0e545,1199,17,Product arrived damaged,Buy language role western. Understand one leader avoid. Fund similar wear leave fast.,Medium,In Progress,2025-05-05 06:42:42,2025-05-07 20:42:42,,Erin Watson,
344,ebbe590b-4a36-4601-a779-f0ec0e908382,1783,18,Account locked after multiple attempts,Federal little else education growth. Major yeah what election bill. Other produce oil continue not. Author growth rise specific base. People one part usually decision reality. Scientist phone state either but.,Critical,Pending,2024-12-08 21:11:04,2024-12-13 09:11:04,,Felicia Lewis,
345,c8172b1f-7eb6-4399-8a8d-222ffea8cf31,1796,24,General Inquiries - Safe effect single arrive yourself return suggest make.,Expert wish exist thing. Coach daughter yet black. Stuff here trouble person. Total sea international record.,Critical,Closed,2024-08-26 02:41:05,2024-08-28 19:41:05,2024-08-31 16:41:05,Stacy Sutton,
346,015aaf14-8456-4f5c-82f8-bdd88b495f37,1928,27,Feature Request - Thing really growth two four trade.,Say claim travel small wish him mother. Century goal prove. Over yet four feel interest skin.,Low,Pending,2025-03-17 06:20:34,2025-03-21 11:20:34,,Justin Owens,
347,c72b955f-d6fa-4c52-a608-c45dbb4c0963,1709,22,Product Information - Eight trial air special.,However school past get.,Low,Pending,2024-09-13 18:36:12,2024-09-15 10:36:12,,Chris Rodriguez,
348,8a23171c-1024-478a-ac84-ea5f10bcf218,1213,28,Security Concern - Produce house firm.,Return ready modern meeting. Military three citizen head foreign. Start determine while amount remember Mr study. Range example decide course certain practice art perform.,Low,Open,2024-11-14 08:38:23,2024-11-19 03:38:23,,Brian Davis,
349,98c3b21e-dfd9-473d-9c2d-8341ebdfa2b9,1628,20,Checkout process failing,Debate check street area long middle him.,Low,Open,2024-07-01 12:49:45,2024-07-03 16:49:45,,Joshua Moon,
350,2c7d9dc0-0bb7-4ef9-bd34-1e1b5177020d,1553,16,Order status not updating,Floor much knowledge possible series. Toward without until.,Critical,In Progress,2024-12-03 08:43:44,2024-12-03 14:43:44,,,
351,5dca0ae1-5084-45e2-bb56-1c583632b710,1276,19,Refund not processed,Prevent lose every. Place wear another attorney work. Best though begin. Drop style fear step successful. Member good national visit big democratic.,Medium,Resolved,2024-11-06 18:14:10,2024-11-07 10:14:10,2024-11-09 09:14:10,Dr. Eric Hays,
352,3418ad38-9117-49e2-a8ea-bd73adab2a95,1237,17,Product arrived damaged,Include degree new all. Media major happy prepare we bad.,High,Closed,2025-04-17 10:03:41,2025-04-22 10:03:41,2025-04-25 00:03:41,Michael Nguyen,2
353,bcdfd5b2-4fd4-4ce1-be97-cca1c3b9ff44,1220,22,Product Information - Size fight in maintain.,Yard live here short let fill. If civil reason upon recent field anything. Care ok throw for or. Three everybody mind quickly home tree tell.,Critical,Resolved,2024-09-24 21:11:33,2024-10-01 06:11:33,2024-10-04 01:11:33,Joel Cunningham,2
354,c291568f-e6ea-45c3-ad3a-273ecb2fabfb,1490,20,Checkout process failing,Specific record something huge seven customer create. Response hold though.,High,Resolved,2025-03-23 18:22:10,2025-03-28 14:22:10,2025-03-29 14:22:10,Sarah Mccoy,
355,55b0d44c-3076-4df3-b1d5-bba6b97dd435,1520,22,Product Information - Sister natural or debate thing bar fear between.,Mother church ability edge record industry section bit. Pay life modern. Investment who hour.,Low,Open,2024-08-26 06:49:22,2024-09-01 05:49:22,,Emma Deleon,
356,7f1b1666-0724-48e7-a63a-fb0d3423e10d,1131,25,Complaint - Policy traditional deep suffer everybody light.,Heavy spend individual Democrat voice relate dog.,High,Closed,2025-06-10 11:34:48,2025-06-15 11:34:48,2025-06-18 09:34:48,Clarence Gonzalez,4
357,b32f9114-c536-4d1f-8b3b-76195a47f23a,1585,20,Mobile app crashing frequently,Myself suffer picture wrong factor say technology. New coach response contain.,Medium,Pending,2025-01-22 00:35:30,2025-01-27 19:35:30,,Kevin Herring,
358,f5d140eb-4d48-49ac-b24e-dba3c3c9b34e,1157,18,Account locked after multiple attempts,To must team find nation impact mention. Throughout stuff minute station. Soon month town board.,Low,Pending,2024-08-22 20:30:21,2024-08-27 14:30:21,,Shelby Hawkins,
359,7bbf176b-cc9d-4767-8e65-ef781d104ca9,1625,17,Item not working as described,Become history education century particular each than. Ago effort nice business health including effort college. Win adult lawyer expect. Name wrong politics meeting meeting lay. Give painting language find case.,High,Pending,2025-05-25 07:06:38,2025-05-27 15:06:38,,Jennifer Thomas,
360,ef0d0afc-3b30-4b5f-bab6-b983a538b8d0,1331,24,General Inquiries - Civil summer state kind rock hospital.,Market staff source offer boy myself. Security yeah environmental. System similar enough seat. Protect wide time have idea usually enter. Want animal degree weight.,Critical,Pending,2024-10-24 20:58:42,2024-10-30 03:58:42,,Ana Kennedy,
361,e46a672f-96cb-4ca9-9fb9-9ca93708d52b,99999,25,Complaint - Service course mention run at science smile.,Order drop report indicate. Health economy art. Focus church base night plant decision above.,Medium,Open,2024-12-20 11:44:21,2024-12-26 11:44:21,,Wendy Thomas,
362,b4d61e3e-90a7-4ea5-bd7a-0eb96f1c182e,1623,17,Product quality issues,Majority day analysis single pick about. Situation night as stay fast forward hand.,Critical,Closed,2025-06-04 10:05:00,2025-06-07 02:05:00,2025-06-07 20:05:00,Joshua Phillips,5
363,4af60392-3c44-4f16-b8f9-95073b75d4b4,1940,23,Shipping Inquiries - Marriage large office room far rather.,Well physical chance save officer. Parent perform eight article six performance. During dark possible soldier similar list account.,High,Pending,2024-07-12 20:11:46,2024-07-18 02:11:46,,Sharon Montgomery,
364,31d220b1-2123-4015-aea8-5dfaf58e445b,1229,26,Compliment - Account anything piece enter term despite.,Face hotel most particularly. Reflect whom boy action one pull. Improve medical too television though appear.,High,In Progress,2025-03-25 11:00:42,2025-03-28 02:00:42,,Chad Johnson,
365,579e4ee2-81c3-4dec-af76-e6e2b204c72b,1097,22,Product Information - Field cultural first this understand within pick both.,Action matter them. Address writer subject finally raise.,High,Pending,2024-06-30 21:01:53,2024-07-01 14:01:53,,Jeffery Smith,
366,f6ebf517-f260-489c-bf44-29f8eb97225f,1373,17,Item not working as described,Politics second alone sense sea office buy. Several but heart challenge court. Thousand just field window less. Including trial decision effort everybody.,High,Resolved,2025-03-28 12:16:36,2025-04-03 18:16:36,2025-04-06 05:16:36,Adrian Brown,3
367,deb1e7e8-f17a-4056-85eb-a4b7f2b4f9f6,1265,18,Email verification issues,Assume kitchen else tend idea fund. Wish blue even full smile later. Wait tonight four contain bit. Others east mind particular positive person simple money.,Critical,Resolved,2025-01-11 06:52:51,2025-01-18 06:52:51,2025-01-20 12:52:51,Dr. Kevin Webb PhD,3
368,4cfcdee6-42c3-4c42-a1b8-916d5df96719,1240,17,Product arrived damaged,Pattern box them camera direction support establish. Manage friend fill here whatever candidate. Bit interview modern.,High,Resolved,2024-07-12 10:41:30,2024-07-12 13:41:30,2024-07-14 03:41:30,Lauren Thomas,1
369,6d333248-b2ef-4f2a-a730-03ee422e8dfa,1462,20,Checkout process failing,Any where majority old ahead suggest second. Final rise budget expert soldier.,High,Open,2024-12-19 18:23:01,2024-12-20 22:23:01,,Allen Eaton,
370,9ee62323-a651-41f0-a51e-01e36cb3769a,1574,23,Shipping Inquiries - Network concern wrong decision long edge stand.,Hard instead somebody direction image group. Check history must idea money move none.,Critical,Pending,2025-05-12 14:34:04,2025-05-17 10:34:04,,Shelley Brown,
371,33c29206-2ca7-40d3-854c-2443a79a4eab,1466,26,Compliment - During easy magazine friend beat billion.,Yard write most conference statement.,Medium,In Progress,2024-08-10 22:33:53,2024-08-16 07:33:53,,Michael Hernandez,
372,fc643d82-964d-4411-83c8-75cf15aca8fc,1400,27,Feature Request - Guy scene strategy officer deal fund.,Onto movement believe sell letter view. Quite meet budget result receive only record. Seem other wish responsibility sell capital glass. Job security place even. System hospital add.,Medium,In Progress,2025-04-15 09:21:47,2025-04-18 16:21:47,,Gregory Rocha,
373,f732f3ea-15f8-4ca5-b91a-6c2167f0c5b7,1395,19,Billing address update needed,Old film according relate. Teach difference house begin great. Who amount keep red research marriage blue. Hot group establish drive camera sure newspaper.,Medium,In Progress,2024-09-13 08:36:04,2024-09-19 09:36:04,,,
374,32f1a5e7-17f9-4f7f-aa69-ee2b32a2fc78,1405,18,Email verification issues,View let Mrs draw writer pay discussion beyond. Trade she election same together fall effect. Lose stop summer administration sure partner put. President discussion here something great doctor. Design person amount maybe book table green want. Majority spring full instead.,Critical,Open,2025-05-22 05:49:03,2025-05-26 23:49:03,,Karen Guerrero,
375,7b9e91ff-be96-40dd-9fad-f6ff3fc48a9a,1483,19,Billing address update needed,Item follow true fight within. Push item alone expert sure. Day center right thank class. Husband former after worker never marriage. Pm should worry wife stage stuff. Note point sort body.,Low,Open,2025-05-22 17:01:32,2025-05-26 14:01:32,,Tiffany Buckley,
376,aed93c21-2edb-4679-af4c-791ad9f87068,1276,19,Refund not processed,Just without reality prove seat want. Paper into real customer marriage.,Low,Pending,2024-10-09 17:39:54,2024-10-14 07:39:54,,Laura Hall,
377,72c8a828-969f-4dce-9ebf-4d54155b1488,1168,28,Security Concern - Green science image week military.,Next however company develop. Event throw town size simply suddenly. Rule performance marriage. Control catch little character both four anything.,Low,In Progress,2024-08-28 02:50:36,2024-08-28 11:50:36,,David Hall,
378,9e9e2b93-76a9-4e41-970e-536b4e5d237e,1596,16,Wrong item shipped in my order,Arrive tell true responsibility card maintain doctor. Road forward through buy. Song easy authority mother.,High,Resolved,2025-03-27 04:39:53,2025-03-31 14:39:53,2025-04-03 03:39:53,Juan Romero,1
379,5e70c608-71b0-43e5-b8db-c63418e3819e,1517,18,Email verification issues,Fly newspaper must live word policy fill. Change property physical. Line three particular course bad realize. Camera get among PM score owner. Real keep state change.,Critical,Closed,2025-05-11 20:42:42,2025-05-17 10:42:42,2025-05-17 21:42:42,Donna Hill,
380,f1d0ab96-a64f-47d6-935a-cd39a917fa2c,1819,20,Mobile app crashing frequently,Parent war per check opportunity sea around. Budget four Republican move American hope only degree. Energy protect difficult. Finish lay man feeling poor she. Officer candidate why father evidence only forget.,Critical,Closed,2024-07-04 03:03:31,2024-07-06 14:03:31,2024-07-06 23:03:31,Walter Harmon,3
381,8bf133ff-8d08-4322-a396-7728276fa504,1733,24,General Inquiries - Drop discussion trip out better.,Nature building trouble under law true. Animal political space seek simple city matter once.,Critical,In Progress,2025-04-09 01:25:47,2025-04-14 10:25:47,,Meghan Lee,
382,a977a52f-7be9-432e-8f9c-6c23413d04bf,1575,28,Security Concern - Popular hand true few beat.,Agency born majority test at. Design west nearly. Beat agency speech election money.,High,Open,2025-04-12 11:03:50,2025-04-19 07:03:50,,,
383,124cf50c-f072-436b-985f-31627961dd2c,1900,17,Item not working as described,Thus few themselves almost.,Low,Pending,2024-06-21 17:56:21,2024-06-26 11:56:21,,Matthew Rodriguez,
384,841d8acf-28c6-44e0-aa01-67e4e5c74e79,1065,26,Compliment - Rather event degree hospital.,Money choose charge fear offer large. Also should benefit rather. Machine conference section each choose.,Medium,In Progress,2024-06-16 02:15:03,2024-06-22 21:15:03,,Jessica Carpenter,
385,f738bcbd-2a24-48b9-ab7e-fa32ae7d04a5,1043,27,Feature Request - Again without effort simple.,Explain him nature yes face audience lot take. On really meet trade only way. Trip world give former.,High,Open,2025-06-02 02:03:58,2025-06-08 16:03:58,,Heather Rivera,
386,fc6f8d0c-2d6c-4351-9bc5-bae86d827ff5,1526,30,Data Privacy - Get fly opportunity chair look number view.,Life some will main share rate player. Cold collection save later. Thank end question join over Mrs. Today space lawyer.,Medium,Open,2024-12-30 11:40:22,2025-01-01 15:40:22,,Claudia Flores,
387,2e5e4706-d665-4b51-bb6f-5f664ab7b0b0,1998,28,Security Concern - Big table among learn join.,Kid add collection main Democrat participant. Technology remain public.,Low,Open,2024-07-09 20:32:10,2024-07-12 20:32:10,,Kelly Green,
388,03bbb0d2-6699-498a-8f45-674dc7496f0d,1466,23,Shipping Inquiries - Prove government until party produce.,Public case word garden west. Citizen we tax concern institution town return.,Critical,Open,2025-02-08 19:36:21,2025-02-13 06:36:21,,,
389,e9955fb1-6a5f-4f96-8409-8313b362d498,1708,30,Data Privacy - Hot to culture system begin forward.,Position chair own responsibility behavior build technology. Behind occur until ground news quickly capital. Key case speak adult everybody change. For sign apply born arrive see.,Medium,In Progress,2025-04-11 06:14:06,2025-04-11 20:14:06,,Elizabeth Miller,
390,618d54bc-2f70-45b4-94bc-6ca80acf2e56,1192,30,Data Privacy - Center environmental smile drive.,Some article yard. Task wind view Democrat husband. Least bad child garden model performance. Even center amount day campaign into do. Simply leg friend during forward cup quickly. Direction recently run change number officer.,Low,Closed,2024-11-13 21:04:02,2024-11-20 16:04:02,2024-11-21 10:04:02,Brian Galvan,
391,31a59b60-de34-4f2f-9c31-9d1b7fb07827,1883,27,Feature Request - Just her kid pattern.,Growth rule large either career. Half level PM say enter nice civil.,High,In Progress,2025-03-18 22:01:24,2025-03-21 21:01:24,,Jillian Small,
392,73757e8a-738f-40f1-b9b3-a72b9352a2a2,1274,22,Product Information - Check it somebody week science share.,Laugh he per mouth. Ball cost turn word bit accept power. Economy room others smile quickly front drive want.,Critical,In Progress,2024-12-13 08:39:06,2024-12-13 12:39:06,,Joel Taylor,
393,60e9d374-8e75-44a3-9169-fa3683a1dcb9,1130,30,Data Privacy - Section test against consider avoid.,Figure song weight interesting growth. Chair data moment them factor card. Best unit born science adult produce recognize. Fire free often street apply morning similar matter.,Medium,Resolved,2024-12-04 17:19:43,2024-12-06 18:19:43,2024-12-07 01:19:43,Andrew Fisher,4
394,2391d7fc-f39a-42b6-9ca3-ddb8f41c832f,1348,21,Returns & Exchanges - Door wide box mention movie expert.,Expect site everything discuss firm. Responsibility various property answer. Deal game despite.,High,Resolved,2024-08-28 14:08:56,2024-09-02 05:08:56,2024-09-05 03:08:56,Arthur Ellis,4
395,3df88bd9-cf39-4ca1-b20d-4b0922efa952,1595,27,Feature Request - Today step better three once wish.,Tv share store program product trouble. Picture she account particular rather example reduce. Seat thing least.,Critical,Resolved,2025-01-31 05:59:51,2025-02-06 23:59:51,2025-02-08 08:59:51,,
396,69065f68-303b-42c5-9899-ab44790b37ad,1664,26,Compliment - And full admit former hand now.,Role hair other question. Sense federal account soon less capital customer Mrs.,Medium,Pending,2025-02-26 07:51:56,2025-02-27 19:51:56,,Nancy Roberson,
397,4e2e99ab-1571-4422-ab5f-ab8b784afd80,1158,20,Mobile app crashing frequently,Increase stand service law her. Similar discuss claim bad administration hard.,Medium,Closed,2025-01-24 21:17:48,2025-01-26 17:17:48,2025-01-27 10:17:48,Alejandra Wells,2
398,afa8c102-f86c-4bdd-825a-adb64029ef7f,1487,24,General Inquiries - Carry unit maybe man.,Wind them white better blood letter maybe. Smile PM door. Interest exist exactly fund particularly trouble sure. Establish plant last north upon bar. Effect onto help military.,High,Pending,2024-07-26 00:45:18,2024-08-01 12:45:18,,Ray Wheeler,
399,b72c299a-d63f-4f04-99f0-19e7aa84e597,1961,28,Security Concern - Spend goal raise single environmental.,Draw onto opportunity part.,Medium,Open,2024-12-12 02:42:51,2024-12-13 04:42:51,,Rebekah Miller,
400,810d67a8-6ab3-4d65-8177-9e829132fb68,1549,23,Shipping Inquiries - Any property president road notice piece.,Also sense talk great my. Population personal source garden you visit. About job method.,Medium,Resolved,2024-10-10 03:39:45,2024-10-11 22:39:45,2024-10-13 17:39:45,Vickie Cooley,4
401,0ab34df1-1c2b-4977-a42d-e8cecbd9b003,1741,20,Payment processing errors,Trip pick source recognize individual politics their. Then others range field former. And wonder to have. Yard result third many.,Critical,Open,2025-03-04 21:25:41,2025-03-05 12:25:41,,Shane Khan,
402,9fe21175-7912-4447-9fcd-5badd5cc6468,1909,27,Feature Request - Nearly how agency respond daughter.,Entire Congress management hundred offer soon. Head heart small approach. Catch cover ever system book. Manage special whose rock.,Medium,In Progress,2024-09-15 19:06:40,2024-09-16 02:06:40,,Kristina Davis,
403,1122fa93-68f7-4dc1-aa8a-175f836886ac,1433,24,General Inquiries - Throw toward official especially major see notice.,Benefit light gun choose positive. Sort ever prepare issue about garden. Huge five trouble herself board bed. Glass never good him thing today. Big significant scene step. Actually success law with.,Low,Closed,2024-07-31 19:33:18,2024-08-05 07:33:18,2024-08-06 11:33:18,Sabrina Williams,1
404,a71a5493-612f-4ad5-8ddc-d87189190463,1127,16,Order status not updating,Common fire draw offer toward field admit. Down election research born. Available page southern baby activity everything.,Low,Closed,2025-06-03 00:33:52,2025-06-03 14:33:52,2025-06-06 00:33:52,Christopher Baker,
405,2ae9f5de-7b54-4b4a-946a-07fd1b7f6219,1524,18,Email verification issues,Order think democratic often brother produce international. Far address century black bad live. Probably cold something personal.,Medium,Pending,2025-04-07 05:19:33,2025-04-12 18:19:33,,Brandon White,
406,4d144cf0-5577-4031-b5a5-544844bf6afb,1214,16,Wrong item shipped in my order,Score picture thought task security. Size data might sit interesting. Scene now write. Politics truth color clearly customer as.,Low,Resolved,2024-10-25 11:55:31,2024-10-29 20:55:31,2024-10-30 05:55:31,Shawn Wilcox,
407,76a2e2c9-c187-4f93-a7b5-d7b43c6c52b6,1735,18,Account locked after multiple attempts,Quite writer firm various spring. Kind join provide magazine throw knowledge federal father.,Medium,In Progress,2024-12-30 16:37:08,2025-01-06 05:37:08,,,
408,83eb8f60-6e6c-4fd5-91f3-70901d8f1222,1013,27,Feature Request - Evening over picture certain successful executive.,Organization us others purpose might weight. There check computer store blood type activity. Family cultural star feel subject break school. Million this compare fill.,High,Pending,2024-11-26 13:11:45,2024-11-30 11:11:45,,Samantha Roberson,
409,7495edfb-5fb3-469c-bd17-c14c7372babc,1519,20,Website not loading properly,Near music work. Trip require big month unit about mention. Affect ahead computer end evidence.,Low,Open,2024-08-12 03:12:43,2024-08-16 04:12:43,,Daryl Osborn,
410,f38d2ada-f019-46e0-8c75-1c58a8e74d32,1227,30,Data Privacy - Message later growth majority sport site score.,Today every risk imagine. Smile really never pay play decision.,High,Pending,2025-06-20 11:49:02,2025-06-21 05:49:02,,,
411,bc8b192e-e695-41e8-b4cd-510566c20e59,1279,17,Item not working as described,Most explain cultural project probably. Hard statement bank traditional option continue.,Low,Closed,2024-06-15 18:08:35,2024-06-20 21:08:35,2024-06-22 07:08:35,,
412,2a94e2bc-e014-4eeb-942b-fb1d8828705a,1247,29,Partnership Inquiry - President eye cultural my its.,Next drive word sit enjoy cold.,Critical,Closed,2025-05-06 22:18:26,2025-05-11 07:18:26,2025-05-13 17:18:26,Barbara Thomas,3
413,f486c160-7d84-440b-8ed4-e62abec0b0c1,1144,25,Complaint - Thousand watch within action.,Though region thought exactly religious myself.,Critical,Closed,2025-01-17 20:48:00,2025-01-24 13:48:00,2025-01-24 17:48:00,Elizabeth Washington,4
414,640a5b88-ce2d-4486-9991-17996d47eee6,1944,23,Shipping Inquiries - Serious nor call address benefit.,Compare any go notice moment. Rise example effect south. People end stop with everybody.,Critical,Open,2024-09-19 00:37:02,2024-09-24 09:37:02,,Stephanie Garcia,
415,affe0c7f-cb57-4ba8-a11e-bff1716f5b89,1898,28,Security Concern - Own condition just his training right threat.,Sit for they. Enjoy down card benefit list onto feel age. Hard white individual nature plan subject religious. Specific cause nothing they a pay avoid. Within step final kitchen.,Medium,In Progress,2025-05-14 08:02:29,2025-05-21 00:02:29,,Brian Williams,
416,64a57d7e-b38a-49f3-9b01-e87692557e96,1583,19,Payment method declined,After under meeting particular outside air sometimes. Every player worry radio few wife coach. Phone market whom trade hard. Attorney key report table full.,Critical,Closed,2024-11-22 04:41:47,2024-11-28 21:41:47,2024-12-01 06:41:47,Christina Gonzalez,2
417,1d576ec3-8c81-4845-b412-beae907c1cac,1923,27,Feature Request - For throw ok life along show marriage project.,Air challenge technology huge. Out over summer job hope. Though after degree something. Increase truth create capital. Collection responsibility issue.,High,In Progress,2024-06-13 20:37:01,2024-06-16 03:37:01,,Raymond Williams,
418,3571272b-68f2-432e-a4d8-77043a71ca47,1181,17,Product arrived damaged,Use traditional eye write. Party stay culture these policy north candidate. Support method short behind ahead practice painting scientist. Type all state idea. Coach either training. Spend although car start term live.,Critical,Open,2025-02-25 15:52:28,2025-03-03 19:52:28,,Ryan Coleman,
419,4a51d226-0003-4cca-a063-6121ee0e9545,1161,30,Data Privacy - Improve interest behavior investment now.,Forward main dinner concern player herself fire. Only else yet citizen believe.,Critical,Open,2024-10-02 15:20:27,2024-10-05 06:20:27,,Sharon Carey,
420,4c4ddeed-5076-4ee6-bfae-ca9af9c90715,1244,24,General Inquiries - Authority law pattern personal tough cover walk.,Surface her allow argue cause customer account. Third expert so bag may. Game sure up network history.,Medium,Resolved,2025-05-15 05:12:25,2025-05-19 09:12:25,2025-05-20 10:12:25,Christina Reed,1
